3.099999999999999891e-03,1.100000000000000066e-03,5.999999999999999474e-04,2.999999999999999737e-04,8.999999999999999754e-04,0.000000000000000000e+00,2.000000000000000096e-04,1.000000000000000048e-04,1.000000000000000021e-03,3.099999999999999891e-03,2.000000000000000096e-04,4.000000000000000192e-04,8.000000000000000383e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04
1.100000000000000066e-03,3.899999999999999821e-03,2.999999999999999737e-04,1.199999999999999895e-03,6.999999999999999929e-04,2.999999999999999737e-04,1.000000000000000048e-04,0.000000000000000000e+00,4.000000000000000192e-04,3.899999999999999821e-03,0.000000000000000000e+00,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04
5.999999999999999474e-04,2.999999999999999737e-04,1.500000000000000031e-03,5.000000000000000104e-04,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,2.000000000000000096e-04,1.500000000000000031e-03,1.000000000000000048e-04,2.000000000000000096e-04,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04
2.999999999999999737e-04,1.199999999999999895e-03,5.000000000000000104e-04,3.299999999999999982e-03,4.000000000000000192e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.999999999999999737e-04,3.299999999999999982e-03,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.999999999999999737e-04,1.000000000000000048e-04,0.000000000000000000e+00
8.999999999999999754e-04,6.999999999999999929e-04,2.999999999999999737e-04,4.000000000000000192e-04,2.799999999999999972e-03,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,4.000000000000000192e-04,2.799999999999999972e-03,0.000000000000000000e+00,2.000000000000000096e-04,1.500000000000000031e-03,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
0.000000000000000000e+00,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,2.500000000000000052e-03,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000052e-03,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.999999999999999737e-04,2.000000000000000096e-04
2.000000000000000096e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.399999999999999790e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999790e-03,0.000000000000000000e+00,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,0.000000000000000000e+00
1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999790e-03,2.000000000000000096e-04,2.399999999999999790e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04,0.000000000000000000e+00
1.000000000000000021e-03,4.000000000000000192e-04,2.000000000000000096e-04,2.999999999999999737e-04,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000096e-04,3.099999999999999891e-03,3.099999999999999891e-03,4.000000000000000192e-04,2.000000000000000096e-04,8.999999999999999754e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04
3.099999999999999891e-03,3.899999999999999821e-03,1.500000000000000031e-03,3.299999999999999982e-03,2.799999999999999972e-03,2.500000000000000052e-03,2.399999999999999790e-03,2.399999999999999790e-03,3.099999999999999891e-03,5.809999999999999887e-02,2.399999999999999790e-03,3.399999999999999811e-03,3.500000000000000073e-03,2.899999999999999800e-03,3.599999999999999901e-03,2.700000000000000143e-03
2.000000000000000096e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,2.399999999999999790e-03,2.399999999999999790e-03,2.999999999999999737e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04
4.000000000000000192e-04,4.000000000000000192e-04,2.000000000000000096e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.999999999999999737e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.000000000000000096e-04,3.399999999999999811e-03,2.999999999999999737e-04,3.399999999999999811e-03,2.000000000000000096e-04,2.000000000000000096e-04,5.999999999999999474e-04,1.000000000000000048e-04
8.000000000000000383e-04,4.000000000000000192e-04,2.999999999999999737e-04,2.000000000000000096e-04,1.500000000000000031e-03,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,8.999999999999999754e-04,3.500000000000000073e-03,1.000000000000000048e-04,2.000000000000000096e-04,3.500000000000000073e-03,1.000000000000000048e-04,5.000000000000000104e-04,5.000000000000000104e-04
1.000000000000000048e-04,2.999999999999999737e-04,0.000000000000000000e+00,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.999999999999999737e-04,1.000000000000000048e-04,2.899999999999999800e-03,2.000000000000000096e-04,2.000000000000000096e-04,1.000000000000000048e-04,2.899999999999999800e-03,2.000000000000000096e-04,1.000000000000000048e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.999999999999999737e-04,4.000000000000000192e-04,1.000000000000000048e-04,2.000000000000000096e-04,3.599999999999999901e-03,2.000000000000000096e-04,5.999999999999999474e-04,5.000000000000000104e-04,2.000000000000000096e-04,3.599999999999999901e-03,0.000000000000000000e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000096e-04,2.700000000000000143e-03,2.000000000000000096e-04,1.000000000000000048e-04,5.000000000000000104e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.700000000000000143e-03
3.500000000000000073e-03,1.000000000000000021e-03,1.799999999999999951e-03,8.999999999999999754e-04,1.500000000000000031e-03,2.000000000000000096e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000021e-03,2.000000000000000096e-04,3.500000000000000073e-03,2.999999999999999737e-04,4.000000000000000192e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04
1.000000000000000021e-03,3.799999999999999992e-03,8.000000000000000383e-04,1.899999999999999996e-03,5.000000000000000104e-04,5.000000000000000104e-04,0.000000000000000000e+00,2.999999999999999737e-04,8.999999999999999754e-04,0.000000000000000000e+00,3.799999999999999992e-03,1.000000000000000048e-04,4.000000000000000192e-04,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999951e-03,8.000000000000000383e-04,3.899999999999999821e-03,1.199999999999999895e-03,1.000000000000000021e-03,0.000000000000000000e+00,1.000000000000000048e-04,5.999999999999999474e-04,2.999999999999999737e-04,1.000000000000000048e-04,3.899999999999999821e-03,2.000000000000000096e-04,4.000000000000000192e-04,2.000000000000000096e-04,2.999999999999999737e-04,2.999999999999999737e-04
8.999999999999999754e-04,1.899999999999999996e-03,1.199999999999999895e-03,5.100000000000000366e-03,8.000000000000000383e-04,2.999999999999999737e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04,1.000000000000000048e-04,5.100000000000000366e-03,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.999999999999999737e-04,2.999999999999999737e-04
1.500000000000000031e-03,5.000000000000000104e-04,1.000000000000000021e-03,8.000000000000000383e-04,4.100000000000000346e-03,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04,5.999999999999999474e-04,0.000000000000000000e+00,4.100000000000000346e-03,0.000000000000000000e+00,1.000000000000000021e-03,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04
2.000000000000000096e-04,5.000000000000000104e-04,0.000000000000000000e+00,2.999999999999999737e-04,2.999999999999999737e-04,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000042e-03,1.000000000000000048e-04,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000143e-03,2.999999999999999737e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000143e-03,4.000000000000000192e-04,0.000000000000000000e+00,2.000000000000000096e-04,2.999999999999999737e-04,5.000000000000000104e-04
1.000000000000000048e-04,2.999999999999999737e-04,5.999999999999999474e-04,2.000000000000000096e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.999999999999999737e-04,3.200000000000000153e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000153e-03,1.000000000000000048e-04,1.000000000000000048e-04,8.999999999999999754e-04,2.000000000000000096e-04,2.000000000000000096e-04
1.000000000000000021e-03,8.999999999999999754e-04,2.999999999999999737e-04,2.000000000000000096e-04,5.999999999999999474e-04,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.899999999999999821e-03,4.000000000000000192e-04,3.899999999999999821e-03,4.000000000000000192e-04,1.399999999999999986e-03,0.000000000000000000e+00,2.000000000000000096e-04,0.000000000000000000e+00
2.000000000000000096e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,2.399999999999999790e-03,2.399999999999999790e-03,2.999999999999999737e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04
3.500000000000000073e-03,3.799999999999999992e-03,3.899999999999999821e-03,5.100000000000000366e-03,4.100000000000000346e-03,2.000000000000000042e-03,2.700000000000000143e-03,3.200000000000000153e-03,3.899999999999999821e-03,2.399999999999999790e-03,6.489999999999999936e-02,4.199999999999999740e-03,3.299999999999999982e-03,4.100000000000000346e-03,4.700000000000000185e-03,2.700000000000000143e-03
2.999999999999999737e-04,1.000000000000000048e-04,2.000000000000000096e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,4.000000000000000192e-04,1.000000000000000048e-04,4.000000000000000192e-04,2.999999999999999737e-04,4.199999999999999740e-03,4.199999999999999740e-03,0.000000000000000000e+00,2.000000000000000096e-04,5.000000000000000104e-04,2.000000000000000096e-04
4.000000000000000192e-04,4.000000000000000192e-04,4.000000000000000192e-04,1.000000000000000048e-04,1.000000000000000021e-03,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.399999999999999986e-03,1.000000000000000048e-04,3.299999999999999982e-03,0.000000000000000000e+00,3.299999999999999982e-03,1.000000000000000048e-04,2.000000000000000096e-04,0.000000000000000000e+00
1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,1.000000000000000048e-04,2.999999999999999737e-04,2.999999999999999737e-04,2.000000000000000096e-04,8.999999999999999754e-04,0.000000000000000000e+00,2.000000000000000096e-04,4.100000000000000346e-03,2.000000000000000096e-04,1.000000000000000048e-04,4.100000000000000346e-03,4.000000000000000192e-04,1.000000000000000048e-04
2.000000000000000096e-04,0.000000000000000000e+00,2.999999999999999737e-04,2.999999999999999737e-04,0.000000000000000000e+00,1.000000000000000048e-04,2.999999999999999737e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04,4.700000000000000185e-03,5.000000000000000104e-04,2.000000000000000096e-04,4.000000000000000192e-04,4.700000000000000185e-03,1.000000000000000048e-04
2.000000000000000096e-04,0.000000000000000000e+00,2.999999999999999737e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,5.000000000000000104e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.000000000000000096e-04,2.700000000000000143e-03,2.000000000000000096e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,2.700000000000000143e-03
2.799999999999999972e-03,8.000000000000000383e-04,1.500000000000000031e-03,2.999999999999999737e-04,1.000000000000000021e-03,2.999999999999999737e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.100000000000000066e-03,4.000000000000000192e-04,2.999999999999999737e-04,2.799999999999999972e-03,6.999999999999999929e-04,1.000000000000000048e-04,5.000000000000000104e-04,2.000000000000000096e-04
8.000000000000000383e-04,2.899999999999999800e-03,8.000000000000000383e-04,1.100000000000000066e-03,8.000000000000000383e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.999999999999999737e-04,4.000000000000000192e-04,1.000000000000000048e-04,2.899999999999999800e-03,2.000000000000000096e-04,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04
1.500000000000000031e-03,8.000000000000000383e-04,2.200000000000000133e-03,5.000000000000000104e-04,8.999999999999999754e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,4.000000000000000192e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.200000000000000133e-03,5.000000000000000104e-04,0.000000000000000000e+00,2.999999999999999737e-04,1.000000000000000048e-04
2.999999999999999737e-04,1.100000000000000066e-03,5.000000000000000104e-04,2.099999999999999870e-03,2.999999999999999737e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.099999999999999870e-03,0.000000000000000000e+00,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04
1.000000000000000021e-03,8.000000000000000383e-04,8.999999999999999754e-04,2.999999999999999737e-04,2.899999999999999800e-03,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,5.999999999999999474e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.899999999999999800e-03,1.100000000000000066e-03,2.000000000000000096e-04,4.000000000000000192e-04,2.000000000000000096e-04
2.999999999999999737e-04,2.999999999999999737e-04,0.000000000000000000e+00,2.999999999999999737e-04,0.000000000000000000e+00,4.599999999999999922e-03,1.000000000000000048e-04,2.999999999999999737e-04,2.999999999999999737e-04,2.999999999999999737e-04,1.000000000000000048e-04,4.599999999999999922e-03,2.000000000000000096e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.000000000000000096e-04
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.399999999999999790e-03,4.000000000000000192e-04,1.000000000000000048e-04,2.000000000000000096e-04,4.000000000000000192e-04,2.399999999999999790e-03,0.000000000000000000e+00,1.000000000000000048e-04,4.000000000000000192e-04,2.000000000000000096e-04
0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,2.500000000000000052e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,2.500000000000000052e-03,0.000000000000000000e+00,1.000000000000000048e-04,4.000000000000000192e-04,0.000000000000000000e+00
1.100000000000000066e-03,2.999999999999999737e-04,4.000000000000000192e-04,1.000000000000000048e-04,5.999999999999999474e-04,2.999999999999999737e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.399999999999999790e-03,2.000000000000000096e-04,4.000000000000000192e-04,2.399999999999999790e-03,4.000000000000000192e-04,2.000000000000000096e-04,5.000000000000000104e-04,1.000000000000000048e-04
4.000000000000000192e-04,4.000000000000000192e-04,2.000000000000000096e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.999999999999999737e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.000000000000000096e-04,3.399999999999999811e-03,2.999999999999999737e-04,3.399999999999999811e-03,2.000000000000000096e-04,2.000000000000000096e-04,5.999999999999999474e-04,1.000000000000000048e-04
2.999999999999999737e-04,1.000000000000000048e-04,2.000000000000000096e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,4.000000000000000192e-04,1.000000000000000048e-04,4.000000000000000192e-04,2.999999999999999737e-04,4.199999999999999740e-03,4.199999999999999740e-03,0.000000000000000000e+00,2.000000000000000096e-04,5.000000000000000104e-04,2.000000000000000096e-04
2.799999999999999972e-03,2.899999999999999800e-03,2.200000000000000133e-03,2.099999999999999870e-03,2.899999999999999800e-03,4.599999999999999922e-03,2.399999999999999790e-03,2.500000000000000052e-03,2.399999999999999790e-03,3.399999999999999811e-03,4.199999999999999740e-03,6.250000000000000000e-02,2.299999999999999961e-03,2.399999999999999790e-03,1.269999999999999948e-02,3.500000000000000073e-03
6.999999999999999929e-04,2.000000000000000096e-04,5.000000000000000104e-04,0.000000000000000000e+00,1.100000000000000066e-03,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.299999999999999961e-03,2.299999999999999961e-03,0.000000000000000000e+00,2.999999999999999737e-04,2.999999999999999737e-04
1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,2.000000000000000096e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.399999999999999790e-03,0.000000000000000000e+00,2.399999999999999790e-03,4.000000000000000192e-04,0.000000000000000000e+00
5.000000000000000104e-04,2.999999999999999737e-04,2.999999999999999737e-04,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.999999999999999474e-04,5.000000000000000104e-04,1.269999999999999948e-02,2.999999999999999737e-04,4.000000000000000192e-04,1.269999999999999948e-02,2.000000000000000096e-04
2.000000000000000096e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,3.500000000000000073e-03,2.999999999999999737e-04,0.000000000000000000e+00,2.000000000000000096e-04,3.500000000000000073e-03
1.370000000000000037e-02,5.199999999999999761e-03,4.499999999999999660e-03,1.699999999999999905e-03,9.199999999999999845e-03,8.000000000000000383e-04,8.999999999999999754e-04,2.999999999999999737e-04,9.400000000000000369e-03,8.000000000000000383e-04,4.000000000000000192e-04,6.999999999999999929e-04,1.370000000000000037e-02,1.000000000000000048e-04,2.999999999999999737e-04,4.000000000000000192e-04
5.199999999999999761e-03,8.099999999999999561e-03,2.099999999999999870e-03,1.799999999999999951e-03,4.599999999999999922e-03,5.000000000000000104e-04,6.999999999999999929e-04,2.999999999999999737e-04,5.000000000000000104e-03,4.000000000000000192e-04,4.000000000000000192e-04,2.000000000000000096e-04,8.099999999999999561e-03,0.000000000000000000e+00,2.999999999999999737e-04,1.000000000000000048e-04
4.499999999999999660e-03,2.099999999999999870e-03,6.899999999999999883e-03,2.000000000000000042e-03,4.799999999999999580e-03,2.000000000000000096e-04,5.000000000000000104e-04,2.000000000000000096e-04,4.199999999999999740e-03,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,6.899999999999999883e-03,2.000000000000000096e-04,1.000000000000000048e-04,1.000000000000000048e-04
1.699999999999999905e-03,1.799999999999999951e-03,2.000000000000000042e-03,3.099999999999999891e-03,1.399999999999999986e-03,2.999999999999999737e-04,2.000000000000000096e-04,0.000000000000000000e+00,1.600000000000000077e-03,2.000000000000000096e-04,1.000000000000000048e-04,0.000000000000000000e+00,3.099999999999999891e-03,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00
9.199999999999999845e-03,4.599999999999999922e-03,4.799999999999999580e-03,1.399999999999999986e-03,2.450000000000000094e-02,1.500000000000000031e-03,8.999999999999999754e-04,8.999999999999999754e-04,9.299999999999999239e-03,1.500000000000000031e-03,1.000000000000000021e-03,1.100000000000000066e-03,2.450000000000000094e-02,1.000000000000000021e-03,4.000000000000000192e-04,8.000000000000000383e-04
8.000000000000000383e-04,5.000000000000000104e-04,2.000000000000000096e-04,2.999999999999999737e-04,1.500000000000000031e-03,3.399999999999999811e-03,0.000000000000000000e+00,1.000000000000000048e-04,1.600000000000000077e-03,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000096e-04,3.399999999999999811e-03,1.000000000000000048e-04,2.999999999999999737e-04,2.000000000000000096e-04
8.999999999999999754e-04,6.999999999999999929e-04,5.000000000000000104e-04,2.000000000000000096e-04,8.999999999999999754e-04,0.000000000000000000e+00,3.500000000000000073e-03,2.999999999999999737e-04,1.600000000000000077e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000073e-03,2.000000000000000096e-04,1.000000000000000048e-04,2.000000000000000096e-04
2.999999999999999737e-04,2.999999999999999737e-04,2.000000000000000096e-04,0.000000000000000000e+00,8.999999999999999754e-04,1.000000000000000048e-04,2.999999999999999737e-04,2.000000000000000042e-03,4.000000000000000192e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.000000000000000042e-03,8.000000000000000383e-04,0.000000000000000000e+00,0.000000000000000000e+00
9.400000000000000369e-03,5.000000000000000104e-03,4.199999999999999740e-03,1.600000000000000077e-03,9.299999999999999239e-03,1.600000000000000077e-03,1.600000000000000077e-03,4.000000000000000192e-04,2.340000000000000066e-02,8.999999999999999754e-04,1.399999999999999986e-03,4.000000000000000192e-04,2.340000000000000066e-02,5.000000000000000104e-04,8.999999999999999754e-04,8.000000000000000383e-04
8.000000000000000383e-04,4.000000000000000192e-04,2.999999999999999737e-04,2.000000000000000096e-04,1.500000000000000031e-03,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,8.999999999999999754e-04,3.500000000000000073e-03,1.000000000000000048e-04,2.000000000000000096e-04,3.500000000000000073e-03,1.000000000000000048e-04,5.000000000000000104e-04,5.000000000000000104e-04
4.000000000000000192e-04,4.000000000000000192e-04,4.000000000000000192e-04,1.000000000000000048e-04,1.000000000000000021e-03,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,1.399999999999999986e-03,1.000000000000000048e-04,3.299999999999999982e-03,0.000000000000000000e+00,3.299999999999999982e-03,1.000000000000000048e-04,2.000000000000000096e-04,0.000000000000000000e+00
6.999999999999999929e-04,2.000000000000000096e-04,5.000000000000000104e-04,0.000000000000000000e+00,1.100000000000000066e-03,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.299999999999999961e-03,2.299999999999999961e-03,0.000000000000000000e+00,2.999999999999999737e-04,2.999999999999999737e-04
1.370000000000000037e-02,8.099999999999999561e-03,6.899999999999999883e-03,3.099999999999999891e-03,2.450000000000000094e-02,3.399999999999999811e-03,3.500000000000000073e-03,2.000000000000000042e-03,2.340000000000000066e-02,3.500000000000000073e-03,3.299999999999999982e-03,2.299999999999999961e-03,6.119999999999999746e-02,2.099999999999999870e-03,1.899999999999999996e-03,2.899999999999999800e-03
1.000000000000000048e-04,0.000000000000000000e+00,2.000000000000000096e-04,0.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000048e-04,2.000000000000000096e-04,8.000000000000000383e-04,5.000000000000000104e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.099999999999999870e-03,2.099999999999999870e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999737e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,4.000000000000000192e-04,2.999999999999999737e-04,1.000000000000000048e-04,0.000000000000000000e+00,8.999999999999999754e-04,5.000000000000000104e-04,2.000000000000000096e-04,2.999999999999999737e-04,1.899999999999999996e-03,0.000000000000000000e+00,1.899999999999999996e-03,0.000000000000000000e+00
4.000000000000000192e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,8.000000000000000383e-04,2.000000000000000096e-04,2.000000000000000096e-04,0.000000000000000000e+00,8.000000000000000383e-04,5.000000000000000104e-04,0.000000000000000000e+00,2.999999999999999737e-04,2.899999999999999800e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.899999999999999800e-03
2.200000000000000133e-03,5.000000000000000104e-04,5.999999999999999474e-04,2.000000000000000096e-04,5.999999999999999474e-04,5.000000000000000104e-04,1.000000000000000048e-04,5.000000000000000104e-04,6.999999999999999929e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.200000000000000133e-03,0.000000000000000000e+00,1.000000000000000048e-04
5.000000000000000104e-04,2.000000000000000042e-03,2.999999999999999737e-04,8.999999999999999754e-04,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,5.999999999999999474e-04,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999474e-04,2.999999999999999737e-04,2.200000000000000133e-03,6.999999999999999929e-04,5.000000000000000104e-04,2.000000000000000096e-04,2.000000000000000096e-04,6.999999999999999929e-04,4.000000000000000192e-04,0.000000000000000000e+00,2.000000000000000096e-04,0.000000000000000000e+00,2.000000000000000096e-04,2.200000000000000133e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,8.999999999999999754e-04,6.999999999999999929e-04,2.299999999999999961e-03,1.000000000000000048e-04,0.000000000000000000e+00,1.000000000000000048e-04,8.000000000000000383e-04,1.000000000000000048e-04,2.999999999999999737e-04,1.000000000000000048e-04,1.000000000000000048e-04,0.000000000000000000e+00,2.299999999999999961e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999474e-04,0.000000000000000000e+00,5.000000000000000104e-04,1.000000000000000048e-04,2.799999999999999972e-03,2.999999999999999737e-04,1.000000000000000048e-04,5.999999999999999474e-04,4.000000000000000192e-04,1.000000000000000048e-04,2.999999999999999737e-04,2.000000000000000096e-04,1.000000000000000021e-03,2.799999999999999972e-03,2.000000000000000096e-04,0.000000000000000000e+00
5.000000000000000104e-04,1.000000000000000048e-04,2.000000000000000096e-04,0.000000000000000000e+00,2.999999999999999737e-04,4.100000000000000346e-03,4.000000000000000192e-04,8.000000000000000383e-04,2.000000000000000096e-04,1.000000000000000048e-04,2.999999999999999737e-04,2.999999999999999737e-04,1.000000000000000048e-04,4.100000000000000346e-03,2.999999999999999737e-04,1.000000000000000048e-04
1.000000000000000048e-04,0.000000000000000000e+00,2.000000000000000096e-04,1.000000000000000048e-04,1.000000000000000048e-04,4.000000000000000192e-04,3.700000000000000164e-03,1.100000000000000066e-03,1.000000000000000048e-04,0.000000000000000000e+00,2.000000000000000096e-04,1.000000000000000048e-04,2.000000000000000096e-04,3.700000000000000164e-03,4.000000000000000192e-04,0.000000000000000000e+00
5.000000000000000104e-04,5.999999999999999474e-04,6.999999999999999929e-04,8.000000000000000383e-04,5.999999999999999474e-04,8.000000000000000383e-04,1.100000000000000066e-03,1.400000000000000029e-02,5.999999999999999474e-04,2.999999999999999737e-04,8.999999999999999754e-04,1.000000000000000048e-04,8.000000000000000383e-04,1.400000000000000029e-02,5.000000000000000104e-04,1.000000000000000048e-04
